N,Sect,Year,Mo,Da,Ho,Mi,Se,EpicentralArea,MainRef,TLDef,LatDef,LonDef,DepDef,IoDef,TIoDef,MwDef,ErMwDef,TMwDef,RefM,MdpN,Imax,LatM,LonM,ErrLatM,ErrLonM,TepiM,Io,MwM,ErMwM,TMwM,RefIns,LatIns,LonIns,DepIns,MwIns,ErMwIns,TMwIns,RefMwIns,EqID,CPTI11id
3759,MA,1995,04,17,03,26,17.34,Costa calabra settentrionale,ISC,II,39.601,17.080,5.0,,,4.06,0.14,InsC,BMING999b,13,5,,,,,,,,,,ISC,39.601,17.080,5.0,4.06,0.14,Pry_mlmsmb,CSTI1.1.ISC,19950417_0326_000,
3760,MA,1995,04,21,08,02,56.15,Liguria occidentale,CSTI1.1,II,43.781,7.581,15.9,,,4.39,0.15,InsC,BMING999b,49,5-6,,,,,,,,,,CSTI1.1,43.781,7.581,16.0,4.39,0.15,Pry_mlmsmb,CSTI1.1.ISC,19950421_0802_000,2868
3761,MA,1995,05,13,10,16,02.44,Adriatico centrale,ISC,II,43.194,15.202,12.9,,,4.09,0.14,InsC,,,,,,,,,,,,,ISC,43.194,15.202,12.9,4.09,0.14,Pry_mlmsmb,CSTI1.1.ISC,19950513_1016_000,
3762,CA,1995,05,15,14,17,41.48,Tirreno meridionale,ISC,II,39.644,15.441,302.6,,,4.07,0.20,InsC,,,,,,,,,,,,,ISC,39.644,15.441,302.6,4.07,0.20,Pry_msmb,ISC,19950515_1417_000,
3763,MA,1995,05,22,11,16,54.10,Carniola interna,ZIVC009,PC,45.630,14.280,,6,pc,4.27,0.13,InsC,,,,,,,,,,,,,,,,,4.27,0.13,Pry_mlmsmb,CSTI1.1.ISC,19950522_1116_000,2869
3764,MA,1995,05,22,12,50,31.90,Carniola interna,ZIVC009,II,45.640,14.300,15.0,,,4.48,0.10,InsO,,,,,,,,,,,,,ZIVC009,45.640,14.300,15.0,4.48,0.10,MwMT,ITACMT,19950522_1250_000,2870
3765,MA,1995,05,29,06,52,27.50,Isole Egadi,CSTI1.1,IM,38.133,12.145,,5,bx,4.78,0.10,InsO,AZZA995,45,6,38.072,12.430,2.8,2.6,bx4,5,4.35,0.18,bxn,CSTI1.1,38.133,12.145,,4.78,0.10,MwMT,ITACMT,19950529_0652_000,2871
3766,MA,1995,05,29,20,44,23.74,Val d'Agri,CSTI1.1,IM,40.272,16.047,3.4,5,bx,4.18,0.09,Wmim,BMING999c,103,5-6,40.255,16.153,4.2,3.4,bx0,5,4.23,0.16,bxn,CSTI1.1,40.272,16.047,3.5,4.15,0.12,Pry_mlmsmb,CSTI1.1.ISC,19950529_2044_000,
3767,MA,1995,06,12,18,27,43.38,Campagna romana,CSTI1.1,IM,41.865,12.519,8.7,5-6,bx,3.79,0.10,Wmim,TERT015,125,5-6,41.812,12.464,1.8,2.9,bx0,5-6,4.29,0.12,bxn,CSTI1.1,41.865,12.519,8.7,2.11,0.22,Pry_ml,CSTI1.1,19950612_1813_000,
3768,CA,1995,07,17,12,49,15.73,Tirreno meridionale,ISC,II,39.518,13.370,477.4,,,4.16,0.31,InsC,,,,,,,,,,,,,ISC,39.518,13.370,477.4,4.16,0.31,Pry_msmb,ISC,19950717_1249_000,
3769,MA,1995,07,23,18,44,22.95,Isole Eolie,ISC,IM,38.575,14.647,10.8,6,bx,4.63,0.10,Wmim,AZZA995,58,6,38.563,14.575,0.2,0.3,bx0,6,4.64,0.40,bxn,ISC,38.575,14.647,10.8,4.63,0.11,Pry_mlmsmb,CSTI1.1.ISC,19950723_1844_000,2872
3770,MA,1995,08,08,07,53,44.72,Piana di Sibari,CSTI1.1,IM,39.699,16.517,14.2,4-5,bx,4.31,0.10,Wmim,BMING999c,49,4-5,39.659,16.441,11.9,5.3,bx0,4-5,4.06,0.22,bxn,CSTI1.1,39.699,16.517,14.2,4.39,0.12,Pry_mlmsmb,CSTI1.1.ISC,19950808_0753_000,2873
3771,MA,1995,08,24,17,27,33.00,Appennino pistoiese,CAMA995,MI,44.133,10.961,,6,bx,4.45,0.10,InsO,CAMA995,56,6,44.133,10.961,2.1,1.9,bx0,6,4.64,0.18,bxn,CSTI1.1,44.116,10.669,10.0,4.45,0.10,MwMT,ITACMT,19950824_1727_000,2874
3772,MA,1995,08,27,19,42,13.49,Golfo di Patti,CSTI1.1,IM,38.312,15.179,9.0,4-5,bx,4.11,0.11,Wmim,BMING999c,55,5,38.350,15.173,7.1,4.2,bx4,4-5,4.17,0.24,bxn,CSTI1.1,38.312,15.179,9.1,4.10,0.13,Pry_mlmsmb,CSTI1.1.ISC,19950827_1942_000,2875
3773,MA,1995,09,04,17,02,54.20,Bauges,SIHEX015,IM,45.700,6.200,11.0,4,bx,3.58,0.18,Wmim,SISFR014,18,4,45.615,6.090,2.7,2.9,bx0,4,3.67,0.23,bxn,SIHEX015,45.700,6.200,11.0,3.41,0.33,Pry_ml,CSTI1.1,19950904_1702_000,2876
3774,MA,1995,09,09,22,12,17.43,Stretto di Sicilia,ISC,II,36.431,13.129,,,,4.36,0.33,InsC,,,,,,,,,,,,,ISC,36.431,13.129,,4.36,0.33,Pry_msmb,ISC,19950909_2212_000,
3775,MA,1995,09,30,10,14,33.86,Gargano,CSTI1.1,IM,41.790,15.971,27.5,6,bx,5.15,0.10,InsO,BMING999d,145,6,41.754,15.656,8.7,8.8,bx0,6,4.93,0.11,bxn,CSTI1.1,41.790,15.971,27.6,5.15,0.10,MwMT,GLOBCMT,19950930_1014_000,2877
3776,MA,1995,10,05,23,51,50.10,Gargano,CSTI1.1,IM,41.779,15.859,23.7,5,bx,3.95,0.12,Wmim,BMING999d,20,5-6,41.744,15.924,4.1,8.2,bx0,5,4.26,0.33,bxn,CSTI1.1,41.779,15.859,23.7,3.91,0.14,Pry_mlmsmb,CSTI1.1.ISC,19951005_2351_000,
3777,MA,1995,10,08,09,12,36.05,Gargano,CSTI1.1,IM,41.836,15.843,14.9,4-5,bx,3.48,0.17,Wmim,BMING999d,13,5-6,41.774,15.777,4.7,7.5,bx0,4-5,4.00,0.34,bxn,CSTI1.1,41.836,15.843,15.0,3.28,0.21,Pry_ml,CSTI1.1,19951008_0912_000,
3778,MA,1995,10,10,06,54,21.72,Lunigiana,CSTI1.1,IM,44.109,9.997,4.8,7,bx,4.82,0.10,InsO,MARTE996,341,7,44.179,10.056,3.0,1.2,bx0,7,5.03,0.10,bxn,CSTI1.1,44.109,9.997,4.8,4.82,0.10,MwMT,ITACMT,19951010_0654_000,2878
3779,MA,1995,10,29,08,40,28.48,Stretto di Sicilia,ISC,II,35.580,11.632,5.0,,,4.76,0.14,InsC,,,,,,,,,,,,,ISC,35.580,11.632,5.0,4.76,0.14,Pry_msmb,ISC,19951029_0840_000,
3780,MA,1995,10,29,13,00,27.69,Lago d'Iseo,CSTI1.1,IM,45.723,9.849,32.5,5-6,bx,4.35,0.08,Wmim,BMING999d,408,5-6,45.709,9.927,2.6,1.8,bx0,5-6,4.35,0.10,bxn,CSTI1.1,45.723,9.849,32.5,4.36,0.15,Pry_mlmsmb,CSTI1.1.ISC,19951029_1300_000,2879
3781,MA,1995,11,21,04,04,34.57,Torinese,CSTI1.1,IM,45.066,7.427,29.3,5-6,bx,4.07,0.10,Wmim,BMING999d,64,5-6,45.141,7.548,3.9,4.2,bx0,5-6,4.37,0.15,bxn,CSTI1.1,45.066,7.427,29.4,3.84,0.13,Pry_mlmsmb,CSTI1.1.ISC,19951121_0404_000,2880
3782,MA,1995,12,05,01,01,05.97,Adriatico centrale,ISC,II,43.352,14.979,46.9,,,4.34,0.12,InsC,,,,,,,,,,,,,ISC,43.352,14.979,46.9,4.34,0.12,Pry_mlmsmb,CSTI1.1.ISC,19951205_0101_000,
3783,MA,1995,12,09,23,14,36.68,Langhe,CSTI1.1,II,44.706,7.954,10.0,,,4.28,0.33,InsC,,,,,,,,,,,,,CSTI1.1,44.706,7.954,10.0,4.28,0.33,Pry_ml,CSTI1.1,19951209_2314_000,
3784,MA,1995,12,27,23,44,27.69,Forlivese,CSTI1.1,IM,44.156,12.113,12.1,5,bx,3.97,0.13,Wmim,BMING999d,37,5-6,44.152,12.108,1.1,6.9,bx0,5,4.17,0.24,bxn,CSTI1.1,44.156,12.113,12.2,3.89,0.16,Pry_ml,CSTI1.1,19951227_2344_000,
3785,MA,1995,12,28,22,11,01.14,Stretto di Sicilia,ISC,II,36.540,13.473,41.4,,,4.11,0.12,InsC,BMING999d,5,3,,,,,,,,,,ISC,36.540,13.473,41.4,4.11,0.12,Pry_mlmsmb,CSTI1.1.ISC,19951228_2211_000,2881
3786,MA,1995,12,29,00,14,15.89,Stretto di Sicilia,ISC,II,36.473,13.459,25.9,,,4.48,0.12,InsC,BMING999d,7,3,,,,,,,,,,ISC,36.473,13.459,25.9,4.48,0.12,Pry_mlmsmb,CSTI1.1.ISC,19951229_0014_000,2882
3787,MA,1995,12,30,15,22,08.73,Fermano,ISC,IM,43.173,13.542,5.0,5,bx,4.19,0.12,Wmim,BMING999d,106,5-6,43.159,13.535,3.8,3.2,bx0,5,4.22,0.13,bxn,ISC,43.173,13.542,5.0,3.97,0.39,Pry_msmb,ISC,19951230_1522_000,
3788,MA,1995,12,31,21,29,47.60,Appennino reggiano,CSTI1.1,IM,44.422,10.566,10.2,4-5,bx,4.51,0.10,InsO,BMING999d,96,4-5,44.478,10.569,6.0,5.3,bx0,4-5,4.07,0.18,bxn,CSTI1.1,44.422,10.566,10.3,4.51,0.10,MwMT,ITACMT,19951231_2129_000,2883
3789,MA,1996,01,01,12,21,41.54,Maceratese,CSTI1.1,IM,43.061,13.445,0.1,5-6,bx,4.20,0.09,Wmim,BMING000a,91,5-6,43.075,13.566,4.7,2.5,bx0,5-6,4.37,0.13,bxn,CSTI1.1,43.061,13.445,0.1,3.98,0.15,Pry_mlmsmb,CSTI1.1.ISC,19960101_1221_000,
3790,CA,1996,01,21,12,17,14.01,Tirreno meridionale,ISC,II,40.048,13.138,456.5,,,4.07,0.16,InsC,,,,,,,,,,,,,ISC,40.048,13.138,456.5,4.07,0.16,Pry_msmb,ISC,19960121_1217_000,
3791,MA,1996,01,22,18,37,44.36,Fermano,CSTI1.1,IM,43.103,13.585,0.1,5,bx,3.96,0.09,Wmim,BMING000a,76,5,43.094,13.567,4.9,1.2,bx0,5,4.13,0.14,bxn,CSTI1.1,43.103,13.585,0.0,3.85,0.12,Pry_mlmsmb,CSTI1.1.ISC,19960122_1837_000,
3792,MA,1996,01,22,23,14,00.09,Maceratese,CSTI1.1,IM,43.035,13.442,0.1,5,bx,3.66,0.15,Wmim,BMING000a,45,5-6,43.104,13.514,2.9,1.9,bx0,5,4.03,0.24,bxn,CSTI1.1,43.035,13.442,0.0,3.38,0.21,Pry_ml,CSTI1.1,19960122_2314_000,
